file_path,group,animal_id,sex
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Hembras/IIC57S0C2H1OIEspontaneoFotox10000.mat,Ctrl-Foto-H,IIC57S0C2H1OIEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Hembras/IIC57S0C2H2ODEspontaneoFotox10000.mat,Ctrl-Foto-H,IIC57S0C2H2ODEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Hembras/IIC57S0C2H2OIEspontaneoFotox10000.mat,Ctrl-Foto-H,IIC57S0C2H2OIEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Hembras/IIC57S0C2H3ODEspontaneoFotox10000.mat,Ctrl-Foto-H,IIC57S0C2H3ODEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Hembras/IIC57S0C2H3OIEspontaneoFotox10000.mat,Ctrl-Foto-H,IIC57S0C2H3OIEspontaneoFotox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C1M1ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C1M1ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C1M1OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C1M1OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C1M2ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C1M2ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C1M2OIEspontaneoFox10000.mat,Ctrl-Foto-M,IC57S0C1M2OIEspontaneoFox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C1M3ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C1M3ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C1M3OIEspontaenoFotox10000.mat,Ctrl-Foto-M,IC57S0C1M3OIEspontaenoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C1M4ODEspontaneoFotoox10000.mat,Ctrl-Foto-M,IC57S0C1M4ODEspontaneoFotoox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C1M4OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C1M4OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C2M1ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C2M1ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C2M2ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C2M2ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C2M2OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C2M2OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C2M3ODEsponatneoFotox10000.mat,Ctrl-Foto-M,IC57S0C2M3ODEsponatneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C2M3OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C2M3OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C2M4ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C2M4ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IC57S0C2M4OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IC57S0C2M4OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C1M1ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C1M1ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C1M1OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C1M1OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C1M2ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C1M2ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C1M2OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C1M2OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C1M3ODEsponatneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C1M3ODEsponatneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C1M3OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C1M3OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C2M1ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C2M1ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C2M1OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C2M1OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C2M2ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C2M2ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C2M2OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C2M2OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C2M3ODEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C2M3ODEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Foto/Machos/IIC57S0C2M3OIEspontaneoFotox10000.mat,Ctrl-Foto-M,IIC57S0C2M3OIEspontaneoFotox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/C57S0C2H3OIEspontaneoMesox10000.mat,Ctrl-Meso-H,C57S0C2H3OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C1H1ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C1H1ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C1H1OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C1H1OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C1H2ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C1H2ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C1H2OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C1H2OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C1H3ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C1H3ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C1H3OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C1H3OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C1H4ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C1H4ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C1H4OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C1H4OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C2H1ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C2H1ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C2H1OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C2H1OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C2H2ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C2H2ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C2H2OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C2H2OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C2H3ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C2H3ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C2H3OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C2H3OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C2H4ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C2H4ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IC57S0C2H4OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IC57S0C2H4OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57C2H3ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57C2H3ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57C2H3OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57C2H3OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C1H1ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57S0C1H1ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C1H1OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57S0C1H1OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C1H2ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57S0C1H2ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C1H2OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57S0C1H2OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C1H3ODEspontaenoMesox10000.mat,Ctrl-Meso-H,IIC57S0C1H3ODEspontaenoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C1H3OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57S0C1H3OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C2H1ODEspontaenoMesox10000.mat,Ctrl-Meso-H,IIC57S0C2H1ODEspontaenoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C2H1OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57S0C2H1OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C2H2ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57S0C2H2ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C2H2OIEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57S0C2H2OIEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Hembras/IIC57S0C2H3ODEspontaneoMesox10000.mat,Ctrl-Meso-H,IIC57S0C2H3ODEspontaneoMesox10000,Hembras
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C1M1ODEsponateneoMesox10000.mat,Ctrl-Meso-M,IC57S0C1M1ODEsponateneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C1M1OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C1M1OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C1M2ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C1M2ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C1M2OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C1M2OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C1M3ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C1M3ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C1M3OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C1M3OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C1M4ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C1M4ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C1M4OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C1M4OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C2M1ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C2M1ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C2M1OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C2M1OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C2M2ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C2M2ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C2M2OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C2M2OIEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C2M3ODEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C2M3ODEspontaneoMesox10000,Machos
/Users/ignaciomgb/Library/Mobile Documents/com~apple~CloudDocs/Antigravity/AnalisisAleSteph/Analisis Ale/Datos/Control/Meso/Machos/IC57S0C2M3OIEspontaneoMesox10000.mat,Ctrl-Meso-M,IC57S0C2M3OIEspontaneoMesox10000,Machos
